long,lat,group,id
-174.9159088,52.0941925,Alaska.13,Alaska
-174.6677704,52.13496017,Alaska.13,Alaska
-174.4742737,52.18403244,Alaska.13,Alaska
-174.3061523,52.21615982,Alaska.13,Alaska
-174.2588348,52.26904297,Alaska.13,Alaska
-174.4064941,52.2959938,Alaska.13,Alaska
-174.4355469,52.31723785,Alaska.13,Alaska
-174.3654327,52.34194183,Alaska.13,Alaska
-174.3068848,52.37792969,Alaska.13,Alaska
-174.1688995,52.42016602,Alaska.13,Alaska
-174.0456085,52.36723328,Alaska.13,Alaska
-174.0183563,52.33178711,Alaska.13,Alaska
-174.0300751,52.28979492,Alaska.13,Alaska
-174.0548859,52.24599457,Alaska.13,Alaska
-174.1632233,52.22338867,Alaska.13,Alaska
-174.1793976,52.20034409,Alaska.13,Alaska
-174.1206665,52.13520432,Alaska.13,Alaska
-174.3435516,52.07778168,Alaska.13,Alaska
-174.6773834,52.03501129,Alaska.13,Alaska
173.7227631,52.35956955,Alaska.14,Alaska
173.6578217,52.35663986,Alaska.14,Alaska
173.6162109,52.39125824,Alaska.14,Alaska
173.4023438,52.40478516,Alaska.14,Alaska
173.4245148,52.43764877,Alaska.14,Alaska
173.51651,52.45141602,Alaska.14,Alaska
173.657608,52.5041008,Alaska.14,Alaska
173.7760773,52.49511719,Alaska.14,Alaska
173.7447205,52.44663239,Alaska.14,Alaska
173.7227631,52.35956955,Alaska.14,Alaska
-170.7333984,52.58149338,Alaska.15,Alaska
-170.7973633,52.5497551,Alaska.15,Alaska
-170.8160706,52.56152344,Alaska.15,Alaska
-170.8270416,52.6007309,Alaska.15,Alaska
-170.7911682,52.63124847,Alaska.15,Alaska
-170.6820831,52.69755936,Alaska.15,Alaska
-170.6080627,52.68505859,Alaska.15,Alaska
-170.58461,52.66757965,Alaska.15,Alaska
-170.5866241,52.64243317,Alaska.15,Alaska
-170.6140137,52.60961914,Alaska.15,Alaska
-170.6492767,52.59311676,Alaska.15,Alaska
-170.6922913,52.59296799,Alaska.15,Alaska
-170.7333984,52.58149338,Alaska.15,Alaska
-169.6919403,52.84736252,Alaska.16,Alaska
-169.7081146,52.80712891,Alaska.16,Alaska
-169.7227631,52.79233551,Alaska.16,Alaska
-169.8773346,52.81377029,Alaska.16,Alaska
-169.9805756,52.80600739,Alaska.16,Alaska
-169.9918518,52.82983398,Alaska.16,Alaska
-169.9825592,52.85102844,Alaska.16,Alaska
-169.8206635,52.88339996,Alaska.16,Alaska
-169.7548828,52.88364029,Alaska.16,Alaska
-169.7109833,52.866745,Alaska.16,Alaska
-169.6919403,52.84736252,Alaska.16,Alaska
172.8118134,53.01298904,Alaska.17,Alaska
172.9839783,52.9802742,Alaska.17,Alaska
173.1021423,52.99560547,Alaska.17,Alaska
173.2516479,52.94267273,Alaska.17,Alaska
173.4360352,52.85205078,Alaska.17,Alaska
173.3947144,52.83476257,Alaska.17,Alaska
173.3482513,52.82485199,Alaska.17,Alaska
173.302536,52.82592773,Alaska.17,Alaska
173.1586914,52.81079102,Alaska.17,Alaska
173.0802765,52.81445313,Alaska.17,Alaska
172.9351654,52.75209808,Alaska.17,Alaska
172.775589,52.79692459,Alaska.17,Alaska
172.7217865,52.88554764,Alaska.17,Alaska
172.5951233,52.90742111,Alaska.17,Alaska
172.4948273,52.9378891,Alaska.17,Alaska
172.6779327,53.00756836,Alaska.17,Alaska
172.8118134,53.01298904,Alaska.17,Alaska
-167.9643555,53.34511566,Alaska.18,Alaska
-168.2707062,53.23803711,Alaska.18,Alaska
-168.3701172,53.15976715,Alaska.18,Alaska
-168.4459991,53.08442307,Alaska.18,Alaska
-168.5056152,53.0431633,Alaska.18,Alaska
-168.5490265,53.03608322,Alaska.18,Alaska
-168.5974121,53.01611328,Alaska.18,Alaska
-168.6985474,52.9634285,Alaska.18,Alaska
-168.7410126,52.95688629,Alaska.18,Alaska
-169.065918,52.83393478,Alaska.18,Alaska
-169.088913,52.83203125,Alaska.18,Alaska
-169.0730896,52.86416245,Alaska.18,Alaska
-168.973877,52.90966797,Alaska.18,Alaska
-168.9091797,52.95117188,Alaska.18,Alaska
-168.8360901,53.0197258,Alaska.18,Alaska
-168.7958374,53.04492188,Alaska.18,Alaska
-168.7830048,53.0793457,Alaska.18,Alaska
-168.7777863,53.14878082,Alaska.18,Alaska
-168.759613,53.17504883,Alaska.18,Alaska
-168.6898346,53.22724915,Alaska.18,Alaska
-168.6390076,53.25576019,Alaska.18,Alaska
-168.5721741,53.265625,Alaska.18,Alaska
-168.436615,53.25688553,Alaska.18,Alaska
-168.3804169,53.28344727,Alaska.18,Alaska
-168.3629913,53.30356598,Alaska.18,Alaska
-168.3972626,53.32192612,Alaska.18,Alaska
-168.4053192,53.35380936,Alaska.18,Alaska
-168.3964233,53.40879059,Alaska.18,Alaska
-168.3572235,53.45756912,Alaska.18,Alaska
-168.2876892,53.50014877,Alaska.18,Alaska
-168.1930695,53.53330231,Alaska.18,Alaska
-168.073288,53.55698013,Alaska.18,Alaska
-167.9856873,53.55820465,Alaska.18,Alaska
-167.8280792,53.50795746,Alaska.18,Alaska
-167.8046875,53.48496246,Alaska.18,Alaska
-167.8431091,53.43457031,Alaska.18,Alaska
-167.8651428,53.38730621,Alaska.18,Alaska
-167.9643555,53.34511566,Alaska.18,Alaska
-166.2097778,53.72328949,Alaska.19,Alaska
-166.2238312,53.72040939,Alaska.19,Alaska
-166.2494202,53.74516678,Alaska.19,Alaska
-166.2507324,53.76777649,Alaska.19,Alaska
-166.234375,53.78417969,Alaska.19,Alaska
-166.1877441,53.82246017,Alaska.19,Alaska
-166.154541,53.83613205,Alaska.19,Alaska
-166.1137238,53.84306717,Alaska.19,Alaska
-166.1026917,53.83281326,Alaska.19,Alaska
-166.1386261,53.78740311,Alaska.19,Alaska
-166.1837311,53.75688553,Alaska.19,Alaska
-166.2097778,53.72328949,Alaska.19,Alaska
-166.6153412,53.90092468,Alaska.20,Alaska
-166.5721741,53.85346603,Alaska.20,Alaska
-166.4974518,53.88354492,Alaska.20,Alaska
-166.4427795,53.92480469,Alaska.20,Alaska
-166.4000397,53.97812271,Alaska.20,Alaska
-166.3723145,53.99897385,Alaska.20,Alaska
-166.3356323,53.97089767,Alaska.20,Alaska
-166.2308655,53.93261719,Alaska.20,Alaska
-166.3190002,53.8737793,Alaska.20,Alaska
-166.4887695,53.78549957,Alaska.20,Alaska
-166.5456085,53.72646713,Alaska.20,Alaska
-166.5492249,53.70097733,Alaska.20,Alaska
-166.3847198,53.72050858,Alaska.20,Alaska
-166.3387604,53.71767426,Alaska.20,Alaska
-166.3094788,53.69750977,Alaska.20,Alaska
-166.354538,53.67353439,Alaska.20,Alaska
-166.4441833,53.65180588,Alaska.20,Alaska
-166.5220184,53.60966492,Alaska.20,Alaska
-166.7021942,53.53667068,Alaska.20,Alaska
-166.770401,53.47602463,Alaska.20,Alaska
-166.8509827,53.45288086,Alaska.20,Alaska
-166.9607391,53.44736481,Alaska.20,Alaska
-167.153656,53.4078598,Alaska.20,Alaska
-167.2707977,53.37060547,Alaska.20,Alaska
-167.3004456,53.35048676,Alaska.20,Alaska
-167.337265,53.34096527,Alaska.20,Alaska
-167.3813019,53.34199142,Alaska.20,Alaska
-167.4288025,53.32568359,Alaska.20,Alaska
-167.4798279,53.29199219,Alaska.20,Alaska
-167.5224609,53.27621841,Alaska.20,Alaska
-167.5921936,53.27270508,Alaska.20,Alaska
-167.6286163,53.25942612,Alaska.20,Alaska
-167.6694336,53.25996017,Alaska.20,Alaska
-167.7808685,53.30024338,Alaska.20,Alaska
-167.8087921,53.32378006,Alaska.20,Alaska
-167.7100983,53.37089539,Alaska.20,Alaska
-167.6387177,53.38657379,Alaska.20,Alaska
-167.5301666,53.39370346,Alaska.20,Alaska
-167.4235382,53.43725586,Alaska.20,Alaska
-167.2041016,53.49497223,Alaska.20,Alaska
-167.1360779,53.52646637,Alaska.20,Alaska
-167.0923309,53.63594055,Alaska.20,Alaska
-167.0424194,53.65458679,Alaska.20,Alaska
-167.0157166,53.69839096,Alaska.20,Alaska
-166.8941498,53.69712067,Alaska.20,Alaska
-166.8383331,53.6480484,Alaska.20,Alaska
-166.8187561,53.64135742,Alaska.20,Alaska
-166.8089905,53.64614487,Alaska.20,Alaska
-166.8036499,53.6853981,Alaska.20,Alaska
-166.7412567,53.71294022,Alaska.20,Alaska
-166.7772522,53.7331543,Alaska.20,Alaska
-166.8895874,53.75859451,Alaska.20,Alaska
-166.9729462,53.77055359,Alaska.20,Alaska
-167.0272522,53.76914215,Alaska.20,Alaska
-167.0714874,53.78339767,Alaska.20,Alaska
-167.1056213,53.8133812,Alaska.20,Alaska
-167.1211395,53.84311676,Alaska.20,Alaska
-167.1181641,53.87260818,Alaska.20,Alaska
-167.0904846,53.90566254,Alaska.20,Alaska
-167.0380859,53.94218826,Alaska.20,Alaska
-166.9780731,53.96294022,Alaska.20,Alaska
-166.8486786,53.97788239,Alaska.20,Alaska
-166.734024,54.00219727,Alaska.20,Alaska
-166.6732941,54.00595856,Alaska.20,Alaska
-166.6273956,53.99565506,Alaska.20,Alaska
-166.6153412,53.90092468,Alaska.20,Alaska
-165.8415527,54.07065201,Alaska.21,Alaska
-165.8793945,54.05302811,Alaska.21,Alaska
-165.9098511,54.04916763,Alaska.21,Alaska
-165.9329224,54.0591774,Alaska.21,Alaska
-166.0364227,54.04716873,Alaska.21,Alaska
-166.0566406,54.05434418,Alaska.21,Alaska
-166.1028442,54.1139679,Alaska.21,Alaska
-166.1058197,54.14482498,Alaska.21,Alaska
-166.087738,54.16913986,Alaska.21,Alaska
-166.0412598,54.19126129,Alaska.21,Alaska
-165.9664154,54.21103287,Alaska.21,Alaska
-165.8928833,54.20698166,Alaska.21,Alaska
-165.7644501,54.15209961,Alaska.21,Alaska
-165.7042389,54.11992264,Alaska.21,Alaska
-165.6928711,54.09990311,Alaska.21,Alaska
-165.7378845,54.08110428,Alaska.21,Alaska
-165.8415527,54.07065201,Alaska.21,Alaska
-165.561142,54.13671875,Alaska.22,Alaska
-165.6048279,54.12915039,Alaska.22,Alaska
-165.615387,54.13955307,Alaska.22,Alaska
-165.6204987,54.18354416,Alaska.22,Alaska
-165.6541443,54.25331879,Alaska.22,Alaska
-165.590332,54.27866364,Alaska.22,Alaska
-165.5506287,54.2845192,Alaska.22,Alaska
-165.533783,54.27388,Alaska.22,Alaska
-165.4877014,54.22187805,Alaska.22,Alaska
-165.4417419,54.20800781,Alaska.22,Alaska
-165.4078674,54.19682693,Alaska.22,Alaska
-165.4675751,54.1809082,Alaska.22,Alaska
-165.561142,54.13671875,Alaska.22,Alaska
-162.5543976,54.40136719,Alaska.23,Alaska
-162.6411133,54.3795433,Alaska.23,Alaska
-162.7331085,54.40229797,Alaska.23,Alaska
-162.8117218,54.44438553,Alaska.23,Alaska
-162.8205566,54.49452972,Alaska.23,Alaska
-162.6454163,54.46205902,Alaska.23,Alaska
-162.6079559,54.44663239,Alaska.23,Alaska
-162.5543976,54.40136719,Alaska.23,Alaska
-162.2981415,54.8470192,Alaska.24,Alaska
-162.3219147,54.84238052,Alaska.24,Alaska
-162.3907623,54.87299728,Alaska.24,Alaska
-162.4157715,54.89589691,Alaska.24,Alaska
-162.4338989,54.93154526,Alaska.24,Alaska
-162.2936554,54.98286057,Alaska.24,Alaska
-162.2646027,54.98349762,Alaska.24,Alaska
-162.2383881,54.9547348,Alaska.24,Alaska
-162.2337341,54.93203354,Alaska.24,Alaska
-162.2725677,54.8671875,Alaska.24,Alaska
-162.2981415,54.8470192,Alaska.24,Alaska
-163.4760284,54.98071289,Alaska.25,Alaska
-163.378952,54.81552505,Alaska.25,Alaska
-163.3369141,54.78320313,Alaska.25,Alaska
-163.2745056,54.76557541,Alaska.25,Alaska
-163.1871185,54.74775314,Alaska.25,Alaska
-163.1350555,54.72328949,Alaska.25,Alaska
-163.0892639,54.68608475,Alaska.25,Alaska
-163.083252,54.6689949,Alaska.25,Alaska
-163.3580933,54.73569489,Alaska.25,Alaska
-163.5308685,54.63833237,Alaska.25,Alaska
-163.5830078,54.62568283,Alaska.25,Alaska
-164.073288,54.62099457,Alaska.25,Alaska
-164.1712799,54.60302734,Alaska.25,Alaska
-164.2346191,54.57133484,Alaska.25,Alaska
-164.3466797,54.48242188,Alaska.25,Alaska
-164.4035187,54.44784927,Alaska.25,Alaska
-164.4634857,54.42734146,Alaska.25,Alaska
-164.5908203,54.40434647,Alaska.25,Alaska
-164.7437897,54.4074707,Alaska.25,Alaska
-164.8234406,54.41909027,Alaska.25,Alaska
-164.8661652,54.46137619,Alaska.25,Alaska
-164.9039612,54.5447731,Alaska.25,Alaska
-164.903717,54.56797028,Alaska.25,Alaska
-164.8876495,54.60781479,Alaska.25,Alaska
-164.7514648,54.66294098,Alaska.25,Alaska
-164.7062073,54.69199371,Alaska.25,Alaska
-164.5297852,54.88085938,Alaska.25,Alaska
-164.4786224,54.90683365,Alaska.25,Alaska
-164.4243164,54.91318512,Alaska.25,Alaska
-164.2736816,54.90005112,Alaska.25,Alaska
-164.1450806,54.95512772,Alaska.25,Alaska
-163.8679657,55.03911209,Alaska.25,Alaska
-163.8071289,55.04907227,Alaska.25,Alaska
-163.6074677,55.05083084,Alaska.25,Alaska
-163.5530396,55.0378418,Alaska.25,Alaska
-163.5108948,55.01430893,Alaska.25,Alaska
-163.4760284,54.98071289,Alaska.25,Alaska
-159.3620148,54.97241211,Alaska.26,Alaska
-159.3944855,54.96733475,Alaska.26,Alaska
-159.4213409,54.97812653,Alaska.26,Alaska
-159.4584961,55.03495789,Alaska.26,Alaska
-159.4619141,55.0587883,Alaska.26,Alaska
-159.3904266,55.04086685,Alaska.26,Alaska
-159.3631897,54.99951172,Alaska.26,Alaska
-159.3620148,54.97241211,Alaska.26,Alaska
-159.5151367,55.15185547,Alaska.27,Alaska
-159.520401,55.07216644,Alaska.27,Alaska
-159.5349579,55.0596199,Alaska.27,Alaska
-159.5614624,55.08090973,Alaska.27,Alaska
-159.6177216,55.05732346,Alaska.27,Alaska
-159.6484833,55.07456207,Alaska.27,Alaska
-159.6354065,55.10234451,Alaska.27,Alaska
-159.6396484,55.12397385,Alaska.27,Alaska
-159.5979462,55.12568665,Alaska.27,Alaska
-159.5880432,55.16532898,Alaska.27,Alaska
-159.5952606,55.18202972,Alaska.27,Alaska
-159.5747681,55.21772385,Alaska.27,Alaska
-159.5450592,55.22597504,Alaska.27,Alaska
-159.5151367,55.15185547,Alaska.27,Alaska
-131.3397369,55.07983398,Alaska.28,Alaska
-131.2374573,54.94950867,Alaska.28,Alaska
-131.2320251,54.903759,Alaska.28,Alaska
-131.3295441,54.8877449,Alaska.28,Alaska
-131.4062042,54.89428711,Alaska.28,Alaska
-131.4457092,54.90932465,Alaska.28,Alaska
-131.4561005,54.9305687,Alaska.28,Alaska
-131.4313507,54.99648666,Alaska.28,Alaska
-131.4817352,55.03525162,Alaska.28,Alaska
-131.5400391,55.04848862,Alaska.28,Alaska
-131.5922394,55.02568436,Alaska.28,Alaska
-131.5951233,55.09072113,Alaska.28,Alaska
-131.5559998,55.13740158,Alaska.28,Alaska
-131.5778351,55.20083237,Alaska.28,Alaska
-131.578476,55.2487793,Alaska.28,Alaska
-131.5654297,55.26411057,Alaska.28,Alaska
-131.5126495,55.26274109,Alaska.28,Alaska
-131.4046478,55.21332932,Alaska.28,Alaska
-131.3397369,55.07983398,Alaska.28,Alaska
-159.8730011,55.12875748,Alaska.29,Alaska
-159.9339294,55.10683823,Alaska.29,Alaska
-159.9530792,55.0789566,Alaska.29,Alaska
-159.9994049,55.06718826,Alaska.29,Alaska
-160.0384216,55.04447937,Alaska.29,Alaska
-160.1695709,54.94169998,Alaska.29,Alaska
-160.2270508,54.9227066,Alaska.29,Alaska
-160.1635742,55.01044846,Alaska.29,Alaska
-160.1536255,55.03833008,Alaska.29,Alaska
-160.1523895,55.05688477,Alaska.29,Alaska
-160.1720734,55.12304688,Alaska.29,Alaska
-160.1337433,55.12016678,Alaska.29,Alaska
-160.1022034,55.13388824,Alaska.29,Alaska
-160.0387573,55.19252777,Alaska.29,Alaska
-159.9816284,55.19775391,Alaska.29,Alaska
-159.9204712,55.26753235,Alaska.29,Alaska
-159.8873444,55.27299881,Alaska.29,Alaska
-159.871048,55.26357269,Alaska.29,Alaska
-159.8982391,55.22129059,Alaska.29,Alaska
-159.8394012,55.18237305,Alaska.29,Alaska
-159.8540955,55.14467621,Alaska.29,Alaska
-159.8730011,55.12875748,Alaska.29,Alaska
-132.8622589,54.89443588,Alaska.30,Alaska
-132.837738,54.88095474,Alaska.30,Alaska
-132.8128967,54.89043045,Alaska.30,Alaska
-132.7723236,54.92607117,Alaska.30,Alaska
-132.7006378,54.91904449,Alaska.30,Alaska
-132.6488647,54.9070816,Alaska.30,Alaska
-132.6172333,54.89242935,Alaska.30,Alaska
-132.6340332,54.84047699,Alaska.30,Alaska
-132.6469727,54.75615311,Alaska.30,Alaska
-132.676651,54.72622299,Alaska.30,Alaska
-132.7058105,54.6841774,Alaska.30,Alaska
-132.8072815,54.70913315,Alaska.30,Alaska
-132.8895874,54.76264572,Alaska.30,Alaska
-133.0089264,54.85483551,Alaska.30,Alaska
-133.0753937,54.92134094,Alaska.30,Alaska
-133.0805664,54.9494133,Alaska.30,Alaska
-133.1227112,54.96982193,Alaska.30,Alaska
-133.2046509,55.08447266,Alaska.30,Alaska
-133.2511749,55.1751442,Alaska.30,Alaska
-133.3248596,55.18549728,Alaska.30,Alaska
-133.4179688,55.21069336,Alaska.30,Alaska
-133.4538116,55.26035309,Alaska.30,Alaska
-133.4290619,55.30381012,Alaska.30,Alaska
-133.2965851,55.32572937,Alaska.30,Alaska
-133.0974121,55.21371841,Alaska.30,Alaska
-133.0670776,55.16621017,Alaska.30,Alaska
-132.9957428,55.1105957,Alaska.30,Alaska
-132.9821777,55.03300476,Alaska.30,Alaska
-132.9459991,55.00258636,Alaska.30,Alaska
-132.8622589,54.89443588,Alaska.30,Alaska
-160.3292999,55.33769226,Alaska.31,Alaska
-160.3433075,55.25878906,Alaska.31,Alaska
-160.4807587,55.30898285,Alaska.31,Alaska
-160.5174713,55.33383942,Alaska.31,Alaska
-160.4929199,55.35234451,Alaska.31,Alaska
-160.3623047,55.35698318,Alaska.31,Alaska
-160.3292999,55.33769226,Alaska.31,Alaska
-160.684906,55.31479645,Alaska.32,Alaska
-160.6697235,55.31425476,Alaska.32,Alaska
-160.6388245,55.3219223,Alaska.32,Alaska
-160.5739746,55.37827301,Alaska.32,Alaska
-160.5527954,55.38076019,Alaska.32,Alaska
-160.5524902,55.36338043,Alaska.32,Alaska
-160.5831604,55.30761719,Alaska.32,Alaska
-160.5312042,55.23320389,Alaska.32,Alaska
-160.482666,55.19741058,Alaska.32,Alaska
-160.4875488,55.18486023,Alaska.32,Alaska
-160.6090851,55.15903473,Alaska.32,Alaska
-160.7018127,55.17763519,Alaska.32,Alaska
-160.7506256,55.17119217,Alaska.32,Alaska
-160.7950745,55.14521408,Alaska.32,Alaska
-160.8254852,55.17397308,Alaska.32,Alaska
-160.8465271,55.31132889,Alaska.32,Alaska
-160.8396454,55.33539963,Alaska.32,Alaska
-160.7892151,55.38310623,Alaska.32,Alaska
-160.7239227,55.4046402,Alaska.32,Alaska
-160.6956482,55.39833832,Alaska.32,Alaska
-160.6721649,55.37939453,Alaska.32,Alaska
-160.6663666,55.35942459,Alaska.32,Alaska
-160.684906,55.31479645,Alaska.32,Alaska
-133.305069,55.54375076,Alaska.33,Alaska
-133.2832031,55.515625,Alaska.33,Alaska
-133.2816925,55.49785233,Alaska.33,Alaska
-133.4264679,55.43144608,Alaska.33,Alaska
-133.4290924,55.41772461,Alaska.33,Alaska
-133.463089,55.37665939,Alaska.33,Alaska
-133.493454,55.36167145,Alaska.33,Alaska
-133.5473633,55.31723785,Alaska.33,Alaska
-133.6501923,55.26928711,Alaska.33,Alaska
-133.6350098,55.41333008,Alaska.33,Alaska
